Smiles,Adduct,CCS,Predicted_CCS,m/z,Cluster
O=C(Cc1ccc(cc1)N1CCCC1=O)NCC1(CCCCC1)c1ccccc1,[M+H]+,198.3,195.96089,391.5348000000001,2
O=C1NC(C(=O)N1CCCOc1ccccc1)(C)c1ccc2c(c1)OCCO2,[M-H]-,193.85,194.40915,381.40820000000025,2
COc1ccc(c(c1)C(=O)Nc1ccccc1c1nc2c([nH]1)cccc2)Br,[M-H]-,188.86,187.92892,421.27420000000006,2
O=C(N(C1CCCCC1)C1CCCCC1)COC(=O)c1cc(C)cc(c1)C,[M+Na]+,208.68,210.99246,394.5108000000001,2
CCOC(NCCOC1=CC=C(OC2=CC=CC=C2)C=C1)=O,[M+H]+,179.71,179.8342,302.1392081,2
CCC(N(C1=CC=CC=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O,[M+H]+,184.1,184.4084,337.2279635,2
N#CC(=Cc1ccc(cc1)OC)c1ccc(cc1)F,[M+H]+,161.82,160.08662,254.2838,2
C1C[C@H](N(C1)C(=O)[C@H](CC2=CN=CN2)NC(=O)[C@@H]3CCC(=O)N3)C(=O)N,[M-H]-,184.5,187.57474,361.1624532,2
COc1cccc(c1)NS(=O)(=O)c1cc(Br)ccc1Br,[M-H]-,168.51,169.37215,420.1022,2
CCCC(c1ccccc1)NC(=O)CN1C(=O)CCC1=O,[M-H]-,167.3,171.9026,287.33920000000006,2
C(C[C@@H](C(=O)O)N)CNC(=O)N,[M+H]+,132.0,134.57544,176.1034913,2
COc1ccccc1C(=O)NCC1(CCCCC1)N1CCCCC1,[M+H]+,181.43,183.30582,331.47980000000007,2
O=C(Nc1cc(Cl)ccc1F)CNc1ccccc1c1ccccc1,[M-H]-,185.51,183.16386,353.8042000000001,2
O=C(Nc1ccc(cc1)N(C)C)COc1ccc(cc1)F,[M-H]-,173.9,176.99434,287.3142,2
N#Cc1ccccc1OCC(=O)NC1(C#N)CCCC1,[M-H]-,164.77,163.36201,268.2962,2
O=C(CSc1nnc(n1Cc1ccco1)c1ccccc1)NCc1ccccc1,[M-H]-,201.61,203.47195,403.4872000000001,2
CN1CCC(CC1)NC(=O)CCc1c(=O)oc2c(c1C)ccc(c2)C,[M+Na]+,199.24,191.22243,365.4288,2
C(C[C@@H](C(=O)O)N)CN=C(N)N,[M-H]-,138.03,134.4779,173.1038757,2
O=C(c1ccccc1Oc1ccccc1)Nc1ccnn1Cc1ccccc1,[M+Na]+,190.16,193.48013,392.4138000000001,2
O=C(Nc1ccccc1C)CN1C(=O)NC(C1=O)(C)c1cc(F)ccc1F,[M+H]+,183.91,185.74643,374.3668,2
COc1cccc(c1)OC1OC2COC(OC2C(C1NC(=O)C)O)(C)C,[M+Na]+,199.41,192.59251,390.3878000000001,2
N#CC(=Cc1ccc(s1)Br)c1nnc2n1CCCCC2,[M+Na]+,184.3,186.58096,372.2468000000002,2
Cc1ccc(c(c1)C(=O)CN1C(=O)NC2(C1=O)CCCCC2C)C,[M+Na]+,189.51,193.00143,351.4018000000001,2
CN(C(=O)CSc1nnc(n1c1ccccc1)c1ccco1)Cc1ccsc1,[M+H]+,194.18,195.41664,411.53180000000015,2
COc1cc(NC(=O)c2onc(c2)C)c(cc1OC)C,[M-H]-,168.92,165.86502,275.28420000000006,2
O=C(N1CCCC1)CN1C(=O)NC2(C1=O)CCCC2,[M+H]+,162.92,163.6783,266.3208,2
CCn1c(CN2CCCCCC2)nc2c1ccc(c2)S(=O)(=O)N1CCOCC1,[M+H]+,209.26,205.29218,407.5598000000002,2
CCN(C(=O)CN1C(=O)NC(C1=O)(C)c1ccc2c(c1)cccc2)CC(=O)Nc1ccc(cc1)NC(=O)C,[M+Na]+,212.83,226.33105,538.5598000000001,2
Clc1cccc(c1)OCCN(C(=O)c1ccc(s1)NC(=O)c1ccco1)C,[M+Na]+,191.13,197.9158,427.86480000000006,2
CN(S(=O)(=O)c1ccc(cc1)C)CC(=O)N1CCC(CC1)C(=O)N,[M+H]+,182.66,182.25143,354.45180000000016,2
O=C(N(C1CCCc2c1cccc2)C)CCN1C(=O)c2c(C1=O)cccc2,[M+Na]+,185.29,188.42548,385.41880000000015,2
COCCCNC(=O)c1ccc(cc1)n1nc(c(c1C)Cl)C,[M-H]-,188.39,184.4831,320.8002000000001,2
C1CCN(CC1)Cc1cc2c(o1)cccc2,[M+H]+,153.85,148.51141,216.3038,2
COc1ccc(cc1)CNC(=O)C(Sc1nnc(n1Cc1ccccc1)c1ccoc1C)C,[M+H]+,199.45,210.55153,463.5828000000002,2
O=C1OCCC1Sc1nnc(n1c1ccccc1)c1ccoc1C,[M+Na]+,187.01,184.85193,364.3818000000001,2
COC1=CC=C(C(C2(CCCCC2)O)CN(C)C)C=C1,[M+H]+,171.86,164.75214,278.2119791,2
C1=CC2=C(C=C1O)C(=CN2)CCN,[M-H]-,135.8501976,136.97104,175.087163,2
O=C(N[C@H](c1nc2c([nH]1)cccc2)Cc1ccccc1)Cc1ccc(cc1)N1CCCC1=O,[M+Na]+,202.23,209.2982,461.5208000000004,2
C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,[M+H-H2O]+,141.8,145.05322,210.0636442,2
COC1=CC(=C(C(=C1)OC)C(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,[M+H-H2O]+,162.1,163.42337,312.0953383,2
NC(CCC(O)=NC(CSC1C(Br)=CC=C(C2C(=O)c3ccccc3C2=O)C1O)C(O)=NCC(=O)O)C(=O)O,[M+Na]+,224.6,227.4601,646.0471125,2
CC(CCNC(=O)CN1C(=O)NC2(C1=O)CCCC2)C,[M+Na]+,181.28,181.28381,304.3458,2
CCOC(=O)C1(CCN(CC1)S(=O)(=O)c1ccccc1OC)c1ccccc1,[M+H]+,192.7,190.95087,404.5078000000001,2
C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75,[M+Na]+,179.1,177.82019,357.1579279,2
CC1CCN(CC1)C(=O)CCCNC(=O)c1ccc(cc1)Cl,[M+H]+,183.06,181.92668,323.8438,2
O=C(c1cccnc1)OCC(=O)N1c2ccccc2NC(=O)C1(C)C,[M-H]-,174.46,177.93457,338.3432000000001,2
C=CCn1c(SC(C(=O)Nc2ccc3c(c2)OCO3)C)nc2c(c1=O)c(C)c(s2)C,[M+H]+,207.85,205.7446,444.5578000000002,2
O=C(C1=CC=CC=C1)C(C)N([H])CC,[M+H]+,140.81,142.35754,178.1231641,2
CCOC(=O)N1CCC(CC1)NS(=O)(=O)c1ccc(cc1)C(=O)OC,[M+Na]+,193.27,195.49405,393.41680000000014,2
O=C1CCCN1CCCNC(=O)c1cc2c(o1)cccc2,[M+H]+,168.64,168.58313,287.3388,2
Cc1cccc(c1)NC(=O)C(N1CCc2c1cccc2)C,[M-H]-,174.49,171.59534,279.3632,2
CCCCOCCCNC(=O)CC1Sc2ccc(cc2NC1=O)Cl,[M+Na]+,195.71,192.21996,393.8918000000001,2
COc1ccccc1CNC(=O)Cn1cc(Br)ccc1=O,[M-H]-,181.84,177.05667,350.1922,2
Fc1ccc(cc1C(=O)Nc1nc2ccccc2nc1N1CCCC1)S(=O)(=O)N1CCOCC1,[M-H]-,202.13,215.74408,484.5332000000005,2
Ic1cccc(c1)C(=O)NCC(=O)N1CCCC1,[M-H]-,177.4,171.75189,357.1712000000003,2
O=C(Nc1ccc(c(c1)S(=O)(=O)N1CCOCC1)C)CSc1nnc(n1C1CC1)C,[M+H]+,200.91,204.51129,452.58180000000016,2
CCOc1ccccc1c1nnc(o1)SCC1CCCCC1,[M+Na]+,194.5,190.1016,341.4318000000002,2
CC1CC(C(=O)O1)Sc1nnc(n1CCc1ccccc1)c1ccc(cc1)Br,[M+H]+,197.15,195.39789,459.3888,2
CN=c1nc(N(C)C)[nH]c(=NC)[nH]1,[M+H]+,136.7,138.52408,183.1357944,2
C(CCl)OP(=O)(O)OCCCl,[M+Na]+,149.04,146.29243,244.9513508,2
Cc1onc(c1)NC(=O)C(OC(=O)c1cc2c(s1)cccc2F)C,[M+H]+,183.01,182.69168,349.3628,2
Fc1ccc(cc1)COc1ccccc1C(=O)N(Cc1c(C)nn(c1C)C1CCS(=O)(=O)C1)C,[M+Na]+,203.39,210.57425,508.5708000000004,2
CCCCN1C(=O)C(=O)N(C1=O)CC(=O)NC1CCCc2c1cccc2,[M-H]-,191.51,189.41946,356.4022000000001,2
O=C(C1CCN(CC1)C(=O)OC(C)(C)C)NC(c1nccn1C)c1ccc(cc1)F,[M+H]+,196.82,200.0199,417.5048000000001,2
COc1ccccc1NCC(=O)Nc1ccccc1SC,[M+H]+,172.96,171.10117,303.4068,2
O=S1(=O)CCC(C1)Cc1nnc(o1)SCC=Cc1ccccc1,[M-H]-,188.27,185.32372,349.45720000000006,2
CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,[M+Na]+,189.2,190.3556,477.0198139,2
CC(C)(CO)[C@H](C(=O)NCCC(=O)O)O,[M-H]-,149.87,145.83871,218.1028726,2
O=C(CCN1C(=O)NC2(C1=O)CCCC2)NCCc1c[nH]c2c1cccc2,[M+Na]+,187.51,188.0554,391.4268,2
CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,[M+H-H2O]+,150.9,157.48944,252.0888134,2
O=C(Cc1ccc2c(c1)CCC2)NCC(F)(F)F,[M+H]+,159.41,153.51324,258.2627999999999,2
O=C(c1ccc([nH]c1=O)C(F)(F)F)NC1(C)CCS(=O)(=O)C1,[M-H]-,168.81,169.68617,337.2992000000001,2
CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3,[M+H-H2O]+,159.0,157.35619,271.1527936,2
CC(N(C(=O)COC(=O)c1cc(=O)[nH]c2c1cccc2)C(C)C)C,[M-H]-,183.45,180.1622,329.3762000000001,2
FC(Oc1ccccc1NS(=O)(=O)c1ccc2c(c1)CCC2)F,[M+H]+,182.22,172.48433,340.3708000000001,2
ClC1=CC=CC=C1C2(CCCCC2=O)N([H])[H],[M+H-NH3]+,139.89,146.19547,207.0531917,2
O=c1ccc(cn1Cc1ncc(o1)c1ccccc1)C(F)(F)F,[M-H]-,171.05,171.95477,319.2622,2
N#Cc1c(NC(=O)CN(Cc2cccs2)C)sc2c1CCC2,[M+Na]+,183.73,183.59383,354.4558000000002,2
CN(CC(=O)Nc1cc(nn1c1ccccc1)C1CC1)Cc1ccccc1,[M+H]+,198.46,191.74365,361.4688000000001,2
CNC(=O)c1cccc(c1)NC(=O)c1ccc2c(c1)cccc2,[M+Na]+,183.99,187.58054,327.3388,2
CCn1c(CN(Cc2ccccc2)C)nc2c1ccc(c2)S(=O)(=O)N1CCOCC1,[M-H]-,187.75,211.91357,427.5502000000003,2
CNC(=O)NC(=O)C(c1ccccc1)OC(=O)c1c(C)nsc1NC,[M+H]+,190.65,187.65979,363.4188,2
CC(C(C(=O)NCC(=O)Nc1cccc(c1C)C)NC(=O)C1CCCCC1)C,[M-H]-,207.99,199.99234,386.5162000000003,2
CC(C)CCCC(C)N,[M+H]+,134.7,129.91492,130.1595496,2
Cc1cc(COC(=O)c2ccc3c(c2)nc2n(c3=O)CCC2)cc(c1)C,[M+H]+,198.66,185.39822,349.40980000000013,2
O=C(c1ccc(cc1)S(=O)(=O)C(F)F)Nc1ccc(cc1)c1ccccc1,[M-H]-,194.8,194.66776,386.39920000000006,2
O=C(N1CCN(CC1)Cc1csc(n1)c1ccccc1)Cc1c[nH]c2c1cccc2,[M+H]+,201.89,198.14954,417.55780000000016,2
COc1cc(Cl)c(cc1NC(=O)c1cccc(c1)N1CCCS1(=O)=O)OC,[M+H]+,195.64,195.2833,411.8868000000002,2
COc1ccc(cc1)c1nnc(o1)SC(c1nnc(o1)c1cccs1)C,[M+H]+,195.29,194.41975,387.46580000000006,2
COc1ccc2c(c1)c(CC(=O)Nc1nnc(s1)CC)c(n2C(=O)c1ccc(cc1)Cl)C,[M+H]+,208.41,212.85541,469.97380000000015,2
CCNc1ncnc2c1cc(s2)c1ccccc1,[M-H]-,159.15,158.66217,254.33820000000003,2
O=C(NC1CCCC1)COC(=O)[C@H](C(C)C)NC(=O)c1ccco1,[M+Na]+,191.58,188.33514,359.3778000000001,2
O=C(c1cc(nn1c1ccccc1)c1cccs1)Nn1cnnc1,[M-H]-,186.72,184.57947,335.3722000000001,2
O=C(Nc1cc(nn1c1ccccc1)C)CN1CCCC1c1cccn1C,[M+H]+,184.23,187.33011,364.4728000000001,2
O=C(Nc1ccc(cc1)c1ccccc1)COC(=O)C12CC3CC(C1)CC(C2)(C3)O,[M+Na]+,212.72,210.78125,428.48380000000026,2
O=C(c1ccccc1)Nc1c(C)cccc1C,[M+H]+,150.37,150.79637,226.2988,2
O=C(NC(C)(C)C)NC(=O)C(Sc1nc2sccc2c(=O)[nH]1)C,[M+Na]+,186.89,191.92068,377.4468000000001,2
CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,[M+K]+,195.3,185.06863,403.2075927,2
CCCN(C(=O)CSc1nnc2n1c1ccccc1c(=O)n2c1cc(C)ccc1OC)CC1CC1,[M+Na]+,215.79,219.92406,514.6068000000004,2
O=C(CSc1nccn1c1cc(C)cc(c1)C)NCc1ccccc1CN1CCOCC1,[M+H]+,210.35,209.07837,451.61580000000026,2
CCOc1ccc(cc1)NC(=O)C(C(CC)C)NC(=O)c1ccccc1,[M-H]-,197.46,198.26208,353.44220000000007,2
CN1C=NC2=NC=NC2=C1N,[M-H]-,130.97,121.82412,148.0623452,2
C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)C,[M-H2O+HCOO]-,208.9,202.96164,483.25656,2
COc1cc(CCN(C(=O)c2ccc(o2)Br)C)ccc1OC,[M-H]-,195.42,183.69536,367.21920000000017,2
C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)[O-])O)O)C(=O)N,[M]+,165.2,163.28995,334.0566021,2
O=C(c1cc(nc2c1c(C)no2)c1ccco1)N(C1CCCC1)C1CCCC1,[M+H]+,195.21,198.2428,380.4678000000003,2
CNC(=O)CSc1ncnc2c1c1CCCCc1s2,[M+H]+,167.53,169.09505,294.42479999999995,2
CSc1ccccc1C(=O)OCc1nc2ccccc2c(=O)[nH]1,[M+H]+,171.1,172.0802,327.3848,2
O=C1CCCN1c1ccc(cc1)S(=O)(=O)NCCCC1CCCC1,[M+Na]+,204.0,197.21544,373.47380000000027,2
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)O)O,[M-H]-,171.03,167.22295,346.0552844,2
O=C(CC1(CCCCC1)C(=O)O)Nc1cc2OCOc2cc1C(=O)C,[M+H]+,178.29,180.42575,348.3748000000001,2
Cc1nn(c(c1CNC(=O)C12CC3CC(C2)CC(C1)C3)C)Cc1ccccc1,[M+H]+,199.99,199.0982,378.53980000000007,2
Clc1ccc(cc1)c1nn(c(=S)n1C)CN1CCCC1c1ccc2c(c1)OCCO2,[M-H]-,215.69,204.27304,441.9642000000004,2
O=C(N(C1CCS(=O)(=O)C1)Cc1cccs1)c1cnc(s1)c1ccccc1,[M+H]+,200.61,193.39445,419.5728000000001,2
C=CCNCC(COc1ccc(cc1C(C)(C)C)OC)O,[M+H]+,173.29,173.8099,294.4148,2
CNC(=O)NC(=O)CN1C(=O)NC2(C1=O)CCCCC2C,[M+Na]+,181.01,182.2339,319.3168,2
CCOc1ccc(cc1)C(=O)OCc1onc(n1)c1cccs1,[M+H]+,179.84,183.01541,331.3727999999999,2
Fc1ccc(c(c1)C1(C)NC(=O)N(C1=O)Cc1cccc(c1)Cl)F,[M+H]+,175.1,173.71153,351.7598,2
CCOc1cc(ccc1OCC)NC(=O)CN(CC(=O)Nc1ccccc1C(C)C)C,[M+H]+,211.87,213.12785,428.5528000000001,2
Clc1ccc(c(c1)C(F)(F)F)S(=O)(=O)N1CCCC1C(=O)N(C)C,[M+Na]+,183.79,182.21834,407.7968000000002,2
CCOC(=O)COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=CC=C3,[M+H]+,177.4,177.27425,325.1075736,2
O=C(N1CCN(CC1)c1ccccc1)Cc1ccc(s1)S(=O)(=O)N1CCCC1,[M+H]+,195.68,198.70879,420.5798000000002,2
CCOc1cc(CCNC(=O)CCS(=O)(=O)c2ccc(cc2)Cl)ccc1OCC,[M-H]-,204.52,211.83963,438.95320000000015,2
O=C(Nc1ccccc1C(=O)NC1CCCC1)CN1CCN(CC1)c1ccccc1,[M+Na]+,206.84,210.84839,429.51980000000015,2
COc1ccc(cc1)C1CCCCCN1Cc1cc(=O)n2c(n1)c(C)ccc2,[M+H]+,191.27,191.38693,378.4958,2
Fc1ccc(cc1)c1[nH]c2c(c1CCC(=O)N1CCCC1)cccc2,[M-H]-,176.73,178.58792,335.40220000000005,2
CCN1CCCC1CNC(=O)c1ccc2c(c1)c1CC(C)CCc1[nH]2,[M+H]+,193.51,190.20264,340.4908000000001,2
O=C(CN1C(=O)CC2(C1=O)CCCC2)NC(c1ccc(cc1)c1ccccc1)C,[M-H]-,211.58,207.36597,389.4752000000001,2
CC1=C(/C=C/C(C)=C/C=C/C(C)C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)C(C)(C)CCC1,[M+Na]+,208.4,209.39468,487.2308181,2
Clc1ccc(cc1)c1nn(cc1CN(C(=O)Cn1ccccc1=O)C)c1ccccc1,[M+Na]+,206.34,205.19464,455.90080000000006,2
O=C(CN1C(=O)NC(C1=O)(C)c1cccc(c1)C(F)(F)F)NC1CCCCCCC1,[M+H]+,205.22,204.16235,426.4588000000002,2
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,[M+Na]+,202.0,200.00703,513.9906308,2
N=C(N)N=C(O)c1nc(Cl)c(N2CCCCCC2)[nH]c1=NC1OC(C(=O)O)C(O)C(O)C1O,[M+H]+,217.3,200.56891,488.1660239,2
CCCCNC(=O)NC(c1ccc(cc1)Br)C,[M-H]-,166.96,169.67201,298.20420000000007,2
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,[M-H]-,198.33,202.02744,449.1084115,2
O=C(c1cccc(c1)N1CCCS1(=O)=O)NCC1(CCCC1)c1ccccc1,[M+H]+,195.5,198.4218,399.53580000000017,2
CCc1ccc(cc1)C(NC(=O)CN1C(=O)NC2(C1=O)CCCCCC2)C,[M+Na]+,198.4,203.62448,394.4708000000003,2
O=C(Nc1cccc(c1C)C)CN(C(=O)Cc1c(C)noc1C)CC1CCCO1,[M+Na]+,195.65,192.51712,422.4808000000002,2
O=C(C1COc2c(O1)cccc2)N1CCN(CC1)C(=O)c1ccc(cc1)OCC1CCCO1,[M-H]-,226.63,214.50026,451.4992000000003,2
COc1ccc(cc1)CNC(=O)CN1C(=O)NC(C1=O)(C)c1ccc(cc1)C,[M+Na]+,190.74,196.58067,404.4218000000001,2
COc1ccccc1N(S(=O)(=O)c1cccc(c1)C(=O)Nc1cccnc1)Cc1ccccc1,[M+H]+,216.76,209.01389,474.5618000000001,2
CCCNC(=O)c1ccc(cc1)S(=O)(=O)N1CCCC1,[M+H]+,179.06,176.3267,297.3998000000001,2
COc1cccc(c1)CCNC(=O)CC(C)(C)C,[M+Na]+,167.39,167.0886,272.3438,2
N#CC1(CCCC1)NC(=O)CN(Cc1cccs1)CC1CCCO1,[M+H]+,184.81,182.38052,348.4918000000002,2
Fc1ccc(cc1)C1(C)NC(=O)N(C1=O)CC(=O)N(C1CC1)Cc1ccc(cc1)C(C)C,[M-H]-,202.67,204.53812,436.5072000000002,2
CCC(=O)C1=C(C=C(C=C1O)O)O,[M+Na]+,144.5,142.98413,205.0477088,2
COc1ccc(cc1)CN(C(=O)c1cccc(c1)S(=O)(=O)NCc1ccc2c(c1)OCO2)C1CC1,[M-H]-,213.63,218.60768,493.5612000000003,2
O=C(Nc1cccnc1)C=Cc1ccccc1Cl,[M+H]+,166.94,161.89336,259.71579999999994,2
O=C(c1cccn2c1=NS(=O)(=O)CC2)NCCCSc1ccccc1,[M-H]-,193.33,187.72952,376.48320000000007,2
O=C(N1CCN(CC1)C(=O)C)CN1C(=O)NC2(C1=O)CCCCC2,[M+Na]+,183.02,178.40875,359.3818000000002,2
COc1ccc(c(c1)OC)C(=O)C=Cc1ccc(c(c1)O)OC,[M+H]+,177.52,174.20264,315.3448,2
O=C(Nc1ccc2c(c1)OCCO2)NCCc1ccccc1,[M-H]-,189.31,182.5458,297.33419999999995,2
O=C(N1CCCC1=O)CSc1nnc(n1c1ccccc1)c1ccco1,[M+H]+,184.67,187.4425,369.4258,2
C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2C1[C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)O,[M-SO3-H]-,202.2,182.77744,377.1630246,2
Fc1cccc(c1)S(=O)(=O)N1CCN(CC1)C(=O)Cc1csc(n1)c1ccccc1,[M+H]+,196.82,198.14725,446.5488000000001,2
C([C@H]([C@@H](CO)O)O)C(=O)C(=O)O,[M-H]-,134.32,129.82672,177.039938,2
COc1ccc(c(c1)C(=O)Nc1nnc(s1)C)Br,[M-H]-,165.86,161.7465,327.18320000000006,2
Cc1cccc(c1)n1c(SCc2nnc(o2)c2ccco2)nnc1N1CCOCC1,[M+H]+,198.54,201.90761,425.4938000000002,2
C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,[M+H]+,162.1000112,153.64038,252.1096393,2
CCCN(C(=O)CN1CCN(CC1)c1ccccn1)Cc1nnc(o1)c1cccs1,[M+H]+,205.66,206.9664,427.55380000000014,2
Clc1cccc(c1)NC(=O)NC1CCSc2c1cccc2F,[M-H]-,187.6,182.66637,335.81120000000004,2
O=C(c1ccc(cc1)OCC1CCCO1)OCc1cccc(c1)COC(=O)c1ccc(cc1)OCC1CCCO1,[M-H]-,224.22,238.44968,545.6082000000001,2
CC1CCC2(CC1)NC(=O)N(C2=O)CN(Cc1ccc(cc1)Br)C,[M-H]-,197.94,187.58797,393.30520000000007,2
Cc1ccc(cc1)CNS(=O)(=O)CCN1C(=O)NC2(C1=O)CCCC2,[M+Na]+,195.16,194.78563,388.44480000000016,2
COc1ccc(cc1Cl)NC(=O)c1nn2c(n1)nc(cc2C)C,[M+H]+,184.67,180.8298,332.77080000000007,2
O=C(NC(C)(C)C)CNC(=O)N1CCc2c(C1)cccc2,[M+H]+,178.14,173.75455,290.38679999999994,2
O=C(c1cc2ccccc2oc1=O)Nc1ccccc1C(=O)NC1CC1,[M-H]-,183.31,183.6878,347.35020000000014,2
O=C(C1CC(=O)N(C1)C(c1ccccc1)C)Nc1ccccc1N1CCOCC1,[M+H]+,189.29,194.20026,394.4948000000002,2
O=C(CSc1nnc(n1Cc1ccccc1)c1ccccc1Cl)NCc1ccccc1Cl,[M-H]-,214.23,216.23657,482.4162000000001,2
CC(N(C(=O)COC(=O)c1cc(=O)[nH]c2c1cccc2)C(C)C)C,[M+Na]+,189.24,187.96214,353.3738000000001,2
N#CSc1ccc(c(c1)C)NS(=O)(=O)c1ccc2c(c1)OCCO2,[M-H]-,184.18,178.21027,361.4242000000002,2
C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O,[M]+,232.2,250.22551,745.0911024,2
CCC(NS(=O)(C1=CC=C(C2=C(C)ON=C2C3=CC=CC=C3)C=C1)=O)=O,[M+H]+,189.2,188.83301,371.1065281,2
CCc1ccc(cc1)C(NC(=O)CN(S(=O)(=O)c1ccc(cc1)NC(=O)C)Cc1ccccc1)C,[M-H]-,220.3,222.74223,492.6212000000002,2
CC(=O)CCc1ccc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc2c1,[M+Na]+,185.6,192.88693,413.1212677,2
NC(=O)CCN(c1ccccc1)C(=O)COc1ccc(cc1)Cl,[M+H]+,178.34,176.45358,333.7948,2
CCOC(=O)NC(C(=O)NCCc1ccccc1)C(C)C,[M+H]+,171.34,173.44173,293.3868,2
O=C(N1C(COc2c1cccc2)c1ccccc1)CN1CCN(CC1)S(=O)(=O)Cc1ccccc1,[M-H]-,222.24,225.7463,490.6052000000004,2
CCN1C[C@@]2(CC[C@@H](C34[C@@H]2CC(C31)[C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@]5([C@H]6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,[M+Na]+,228.2,227.85742,607.2995664,2
C[C@@H]([C@@H](C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O,[M+H-H2O]+,161.7,161.48021,269.1371435,2
O=c1c(Cl)c(cnn1c1ccccc1)NC(c1nccn1C)c1ccccc1,[M-H]-,196.39,196.31786,390.85420000000016,2
O=C(c1cccs1)CSc1nnc(n1C1CC1)C1CC1,[M+H]+,171.31,166.24533,306.4358000000001,2
Fc1ccc(cc1)c1nnc(n1CC1CCCO1)SCC(=O)N1CCC(=N1)c1ccccc1,[M+Na]+,218.17,221.31976,488.5438000000002,2
C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl,[M+H]+,160.9,159.20444,285.0212742,2
O=C(c1ccoc1C)NCC1(CSCC1)N1CCOCC1,[M+H]+,170.79,170.39249,311.42680000000007,2
Fc1ccc(cc1)N1C(=O)N(C(=O)C1C)CC(=O)c1cccc(c1)Cl,[M+H]+,183.06,180.00769,361.7798,2
C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=NC2=S)N,[M+K]+,174.9,174.15138,338.1671249,2
O=C(C(Sc1nc(cn1N)c1ccccc1)C)Nc1ccccc1c1ccccc1,[M+H]+,202.07,198.3844,415.5418000000001,2
CC(=O)N1CCN(CC1)c1ccc(cc1)Oc1nc(nc2c1cccc2)c1cccnc1,[M+H]+,195.96,209.79669,426.49980000000016,2
N#CC1(CCCCC1)NC(=O)C(OC(=O)c1cc2c(o1)cccc2)C,[M+Na]+,190.44,189.58582,363.3688000000001,2
Cc1ccc(c(c1)OCCC(=O)N(CC(=O)Nc1c(C)cccc1C)C)C,[M-H]-,203.9,190.59816,367.46920000000017,2
O=C(N(C1(CCCCC1=O)c1ccccc1Cl)C)CSc1nnc(s1)N,[M+H]+,186.45,188.36066,411.95980000000014,2
CN1[C@H]2C[C@@H](C[C@@H]1[C@H](C2)O)OC(=O)[C@H](CO)C3=CC=CC=C3,[M+H-H2O]+,172.3,160.02365,287.1477082,2
CCCN1CCN(CC1)c1nc2c(n1CCCc1ccccc1)c(=O)n(c(=O)n2C)C,[M+H]+,201.36,206.873,425.5568000000001,2
Fc1ccc(cc1)OC(c1nnc(o1)SCC(=O)N1CCC(CC1)c1nc2c(s1)cccc2)C,[M+H]+,201.57,207.80975,499.6128000000003,2
O=C(c1ccc(c(c1)F)C)N1CCN(CC1)Cc1csc(n1)c1ccco1,[M+H]+,198.06,187.1484,386.4718,2
O=C(N1CCN(CC1)C(=O)c1cccs1)CSc1nnc(n1c1ccccc1)C1CC1,[M+Na]+,203.46,205.42627,476.5828000000002,2
